Timestamp_Unix,Signal_mV,Intent_Label,Label_Class
1771059088.960112095,506.014099,CLICK,5
1771059088.964195013,505.407928,CLICK,5
1771059088.968271971,504.584045,CLICK,5
1771059088.972367048,503.398742,CLICK,5
1771059088.976515055,501.803131,CLICK,5
1771059088.980597019,499.890747,CLICK,5
1771059088.984651089,497.829467,CLICK,5
1771059088.984714031,495.747650,CLICK,5
1771059088.989318848,493.739562,CLICK,5
1771059088.993278980,491.974792,CLICK,5
1771059088.997194052,490.702270,CLICK,5
1771059089.001068115,490.098358,CLICK,5
1771059089.005451918,490.143646,CLICK,5
1771059089.009365082,490.606109,CLICK,5
1771059089.013897896,491.099731,CLICK,5
1771059089.017802000,491.216766,CLICK,5
1771059089.021732092,490.680358,CLICK,5
1771059089.025636196,489.412475,CLICK,5
1771059089.030234098,487.522827,CLICK,5
1771059089.034090996,485.240478,CLICK,5
1771059089.037946224,482.816589,CLICK,5
1771059089.042482853,480.462890,CLICK,5
1771059089.046441078,478.367279,CLICK,5
1771059089.050241947,476.695495,CLICK,5
1771059089.054357052,475.568664,CLICK,5
1771059089.058434010,475.078857,CLICK,5
1771059089.062500000,475.294433,CLICK,5
1771059089.066595078,476.218719,CLICK,5
1771059089.066639900,477.726684,CLICK,5
1771059089.071121931,479.552001,CLICK,5
1771059089.074974060,481.338012,CLICK,5
1771059089.078912020,482.754516,CLICK,5
1771059089.083494902,483.587066,CLICK,5
1771059089.087399960,483.742279,CLICK,5
1771059089.091362953,483.232818,CLICK,5
1771059089.095264912,482.198059,CLICK,5
1771059089.099820137,480.877380,CLICK,5
1771059089.103678942,479.496215,CLICK,5
1771059089.107527971,478.210479,CLICK,5
1771059089.112079859,477.146209,CLICK,5
1771059089.116044998,476.434265,CLICK,5
1771059089.120002985,476.186767,CLICK,5
1771059089.123962164,476.447021,CLICK,5
1771059089.128569126,477.129882,CLICK,5
1771059089.132541895,478.001770,CLICK,5
1771059089.136197805,478.776855,CLICK,5
1771059089.140300989,479.278656,CLICK,5
1771059089.144470930,479.509918,CLICK,5
1771059089.148524046,479.615264,CLICK,5
1771059089.152596951,479.812835,CLICK,5
1771059089.152649879,480.328887,CLICK,5
1771059089.157262087,481.342559,CLICK,5
1771059089.161185980,482.982574,CLICK,5
1771059089.165107965,485.334594,CLICK,5
1771059089.169634104,488.376129,CLICK,5
1771059089.173475027,491.900665,CLICK,5
1771059089.177275896,495.516204,CLICK,5
1771059089.181879997,498.723114,CLICK,5
1771059089.185842037,501.067840,CLICK,5
1771059089.189795017,502.313018,CLICK,5
1771059089.193753004,502.518157,CLICK,5
1771059089.197711945,501.966674,CLICK,5
1771059089.202296019,500.980224,CLICK,5
1771059089.206161976,499.748992,CLICK,5
1771059089.210021019,498.297668,CLICK,5
1771059089.214591980,496.577331,CLICK,5
1771059089.218536854,494.582061,CLICK,5
1771059089.222254038,492.428558,CLICK,5
1771059089.226370096,490.372070,CLICK,5
1771059089.230450869,488.770477,CLICK,5
1771059089.234508991,488.024230,CLICK,5
1771059089.238564014,488.490051,CLICK,5
1771059089.238605022,490.365753,CLICK,5
1771059089.243099928,493.606323,CLICK,5
1771059089.247019053,497.925415,CLICK,5
1771059089.250988007,502.861328,CLICK,5
1771059089.255560875,507.857604,CLICK,5
1771059089.259521961,512.317932,CLICK,5
1771059089.263482094,515.667968,CLICK,5
1771059089.267436028,517.472351,CLICK,5
1771059089.271994829,517.576171,CLICK,5
1771059089.275850058,516.166503,CLICK,5
1771059089.279711008,513.698852,CLICK,5
1771059089.284327030,510.731079,CLICK,5
1771059089.288266897,507.715362,CLICK,5
1771059089.292227983,504.859802,CLICK,5
1771059089.296185017,502.242950,CLICK,5
1771059089.300148964,500.148834,CLICK,5
1771059089.304721832,499.210937,CLICK,5
1771059089.308217049,500.119445,CLICK,5
