Timestamp_Unix,Timestamp_Ms,Signal_Raw,Intent_Label,Label_Class
1771771429.081903219,265164.429,633.5573,REST,0
1771771429.089598894,265172.125,701.1493,REST,0
1771771429.093481064,265176.007,760.1983,REST,0
1771771429.102415800,265184.942,761.2568,REST,0
1771771429.106194973,265188.721,743.5523,REST,0
1771771429.113780975,265196.307,781.3522,REST,0
1771771429.118925095,265201.451,783.1819,REST,0
1771771429.126691103,265209.217,732.4026,REST,0
1771771429.130552053,265213.078,728.7218,REST,0
1771771429.139813185,265222.339,721.6104,REST,0
1771771429.143666983,265226.193,717.4374,REST,0
1771771429.151257038,265233.784,708.4268,REST,0
1771771429.155138969,265237.665,723.7415,REST,0
1771771429.164110184,265246.636,713.0262,REST,0
1771771429.167993069,265250.519,732.4409,REST,0
1771771429.175662994,265258.189,746.1876,REST,0
1771771429.179482222,265262.008,737.5154,REST,0
1771771429.188286066,265270.812,710.2171,REST,0
1771771429.192182064,265274.708,696.9847,REST,0
1771771429.199898958,265282.425,698.5915,REST,0
1771771429.204958916,265287.485,723.6116,REST,0
1771771429.212377071,265294.903,762.0900,REST,0
1771771429.216205120,265298.731,817.1267,REST,0
1771771429.225152016,265307.678,797.3161,REST,0
1771771429.229037046,265311.563,794.9002,REST,0
1771771429.236741781,265319.268,783.1461,REST,0
1771771429.241896868,265324.424,763.0872,REST,0
1771771429.249495983,265332.022,781.4219,REST,0
1771771429.253314018,265335.840,762.4616,REST,0
1771771429.262293100,265344.819,743.3939,REST,0
1771771429.266185045,265348.711,679.2697,REST,0
1771771429.273893118,265356.419,590.0751,REST,0
1771771429.278064966,265360.591,504.7448,REST,0
1771771429.286949873,265369.476,320.1807,REST,0
1771771429.290831089,265373.357,229.9939,REST,0
1771771429.298543215,265381.070,78.6604,REST,0
1771771429.302415133,265384.941,-45.0973,REST,0
1771771429.311410904,265393.937,-126.3795,REST,0
1771771429.315246105,265397.772,-177.3692,REST,0
1771771429.322834015,265405.360,-142.2372,REST,0
1771771429.328001976,265410.528,-84.8602,REST,0
1771771429.335695028,265418.221,29.8331,REST,0
1771771429.339565039,265422.091,167.1352,REST,0
1771771429.347268105,265429.794,254.0346,REST,0
1771771429.352354050,265434.880,375.2405,REST,0
1771771429.359956026,265442.483,461.6452,REST,0
1771771429.363848925,265446.375,560.0051,REST,0
1771771429.372843981,265455.370,604.6372,REST,0
1771771429.376741171,265459.267,638.0781,REST,0
1771771429.384291172,265466.817,674.1178,REST,0
1771771429.388120174,265470.646,749.5687,REST,0
1771771429.397082806,265479.609,754.7540,REST,0
1771771429.400975943,265483.502,803.3483,REST,0
1771771429.408681870,265491.208,858.6448,REST,0
1771771429.413846016,265496.372,853.4538,REST,0
1771771429.421352863,265503.879,818.8334,REST,0
1771771429.425223827,265507.750,844.4572,REST,0
1771771429.434190035,265516.716,892.3248,REST,0
1771771429.438073158,265520.599,832.7774,REST,0
1771771429.445787907,265528.314,842.3527,REST,0
1771771429.449918985,265532.446,842.4625,REST,0
1771771429.458801985,265541.328,843.7205,REST,0
1771771429.462677002,265545.203,878.4252,REST,0
1771771429.470352888,265552.879,805.6441,REST,0
1771771429.474236965,265556.763,776.4078,REST,0
1771771429.483226776,265565.753,748.5955,REST,0
1771771429.487040997,265569.568,785.6576,REST,0
1771771429.494618177,265577.144,778.3600,REST,0
1771771429.499778032,265582.304,845.4275,REST,0
1771771429.507482767,265590.009,779.5270,REST,0
1771771429.511365891,265593.892,787.5146,REST,0
1771771429.520285845,265602.812,829.7630,REST,0
1771771429.524163008,265606.689,820.1580,REST,0
1771771429.531819105,265614.345,810.4566,REST,0
1771771429.535708904,265618.235,813.2546,REST,0
1771771429.544655800,265627.182,746.2473,REST,0
1771771429.548542023,265631.068,806.3014,REST,0
1771771429.557321072,265639.847,767.4187,REST,0
1771771429.561146021,265643.672,730.3569,REST,0
1771771429.568733931,265651.260,692.3634,REST,0
